iteration,energy
0,6.002499999999995
1,5.979463551593023
2,5.95636023958453
3,5.933189595719059
4,5.909951153885089
5,5.886644450240383
6,5.86326902334158
7,5.839824414278229
8,5.816310166811237
9,5.792725827515888
10,5.76907094592943
11,5.7453450747033905
12,5.721547769760604
13,5.697678590457089
14,5.673737099748806
15,5.649722864363365
16,5.625635454976756
17,5.601474446395168
18,5.5772394177419145
19,5.552929952649582
20,5.528545639457398
21,5.504086071413869
22,5.479550846884787
23,5.454939569566557
24,5.430251848704951
25,5.4054872993192635
26,5.380645542431936
27,5.355726205303623
28,5.330728921673736
29,5.305653332006468
30,5.280499083742275
31,5.255265831554829
32,5.2299532376133975
33,5.20456097185063
34,5.179088712235741
35,5.153536145052982
36,5.127902965185415
37,5.102188876403881
38,5.076393591661093
39,5.050516833390765
40,5.024558333811698
41,4.9985178352366795
42,4.97239509038611
43,4.946189862706162
44,4.919901926691413
45,4.893531068211697
46,4.867077084843034
47,4.840539786202484
48,4.813918994286643
49,4.787214543813627
50,4.760426282568239
51,4.733554071750152
52,4.706597786324745
53,4.679557315376372
54,4.652432562463709
55,4.625223445976915
56,4.597929899496202
57,4.570551872151505
58,4.543089328982858
59,4.515542251301089
60,4.487910637048407
61,4.460194501158464
62,4.4323938759154595
63,4.404508811311789
64,4.376539375403772
65,4.348485654664955
66,4.320347754336484
67,4.29212579877397
68,4.263819931790352
69,4.235430316994141
70,4.206957138122485
71,4.178400599368445
72,4.149760925701876
73,4.121038363183275
74,4.092233179269971
75,4.063345663113983
76,4.034376125850904
77,4.005324900879121
78,3.976192344128706
79,3.946978834319279
80,3.9176847732061315
81,3.8883105858139677
82,3.8588567206574904
83,3.8293236499481793
84,3.799711869786551
85,3.7700219003391617
86,3.740254285999737
87,3.7104095955336582
88,3.6804884222051557
89,3.650491383886582
90,3.620419123149012
91,3.5902723073336356
92,3.560051628603222
93,3.529757803973132
94,3.499391575321226
95,3.46895370937615
96,3.438444997683461
97,3.4078662565490694
98,3.377218326959558
99,3.346502074478905
100,3.315718389121234
101,3.284868185199234
102,3.2539524011479015
103,3.222971999323356
104,3.19192796577648
105,3.1608213100012144
106,3.1296530646573704
107,3.098424285267867
108,3.067136049890393
109,3.0357894587635013
110,3.0043856339272335
111,2.972925718818413
112,2.9414108778408283
113,2.9098422959105466
114,2.878221177976723
115,2.8465487485182632
116,2.8148262510168203
117,2.78305494740663
118,2.751236117501782
119,2.7193710584015522
120,2.6874610838745316
121,2.655507523722311
122,2.6235117231235403
123,2.591475041959299
124,2.5593988541206807
125,2.5272845467996317
126,2.495133519764111
127,2.4629471846186686
128,2.4307269640516287
129,2.3984742910700874
130,2.3661906082239867
131,2.333877366820564
132,2.3015360261305204
133,2.2691680525872813
134,2.2367749189807573
135,2.2043581036470203
136,2.1719190896553875
137,2.139459363994319
138,2.1069804167576867
139,2.074483740332854
140,2.0419708285920777
141,2.0094431760887423
142,1.9769022772598923
143,1.9443496256365567
144,1.9117867130633173
145,1.8792150289285767
146,1.8466360594069264
147,1.814051286715016
148,1.7814621883822477
149,1.7488702365376498
150,1.716276897214147
151,1.683683629671481
152,1.6510918857389327
153,1.6185031091789486
154,1.5859187350727326
155,1.5533401892287777
156,1.5207688876152503
157,1.4882062358170889
158,1.4556536285185744
159,1.4231124490120786
160,1.3905840687336146
161,1.3580698468257204
162,1.3255711297281423
163,1.2930892507967184
164,1.2606255299507056
165,1.228181273348842
166,1.195757773094204
167,1.1633563069679564
168,1.130978138191941
169,1.0986245152200038
170,1.0662966715578548
171,1.033995825611212
172,1.0017231805618454
173,0.9694799242711518
174,0.9372672292107274
175,0.9050862524193952
176,0.8729381354860604
177,0.8408240045577053
178,0.8087449703717695
179,0.7767021283121227
180,0.7446965584877618
181,0.7127293258333474
182,0.680801480230601
183,0.6489140566496205
184,0.6170680753090405
185,0.5852645418540257
186,0.5535044475509889
187,0.5217887694979357
188,0.4901184708493207
189,0.45849450105426404
190,0.42691779610697855
191,0.395389278808286
192,0.36390985903700934
193,0.33248043403013194
194,0.3011018886705714
195,0.26977509578139336
196,0.2385009164253855
197,0.20728020020884985
198,0.17611378558854152
199,0.14500250018066896
200,0.11394716107094305
201,0.0829485751246235
202,0.05200753929562696
203,0.021124840933705036
204,-0.009698741911195352
205,-0.04046244018825984
206,-0.07116549354968771
207,-0.10180715005989005
208,-0.13238666591077863
209,-0.1629033051438482
210,-0.1933563393797293
211,-0.2237450475558127
212,-0.2540687156725543
213,-0.28432663654896684
214,-0.3145181095877969
215,-0.34464244055083004
216,-0.37469894134471293
217,-0.4046869298176592
218,-0.43460572956732124
219,-0.4644546697601226
220,-0.49423308496224805
221,-0.5239403149824766
222,-0.5535757047270018
