exact_case,anchoring,N,h,L2,H1,vtk_path
cos_pi_x,homeotropic,32,0.03125,0.001070608755901128,0.17615738880360668,
cos_pi_x,homeotropic,64,0.015625,0.00026736140007922385,0.08812309416859118,
cos_pi_x,homeotropic,128,0.0078125,6.682401225491419e-05,0.044067630370090614,
cos_pi_x,planar,32,0.03125,0.001105690188596873,0.17618874053231456,
cos_pi_x,planar,64,0.015625,0.00027611889326567367,0.08812745742968482,
cos_pi_x,planar,128,0.0078125,6.901094017113945e-05,0.044068209881327564,
