iteration,energy
0,40.961957577370534
1,26.963107163312365
2,22.136584052528654
3,19.292915844893596
4,17.273774513001733
5,15.716848096948855
6,14.45832505697782
7,13.408856800509827
8,12.513987754765864
9,11.737956125203645
10,11.055970387124065
11,10.450122501434098
12,9.907052400440577
13,9.416531034899423
14,8.970558320192557
15,8.562765582062347
16,8.188006251295185
17,7.842067408384259
18,7.521461476413926
19,7.223272599508418
20,6.945041274205938
21,6.684676330540526
22,6.440386846508764
23,6.210628837869141
24,5.994063063789033
25,5.7895213056120145
26,5.595979179951229
27,5.412534043665456
28,5.238386904074872
29,5.072827506626927
30,4.9152219630613905
31,4.765002425504034
32,4.621658419287613
33,4.484729529052714
34,4.3537991954783575
35,4.228489428616625
36,4.108456281733992
37,3.993385959349539
38,3.8829914567035146
39,3.777009646608793
40,3.6751987446051277
41,3.577336095367718
42,3.483216233042251
43,3.39264917607057
44,3.305458923508141
45,3.2214821251082335
46,3.1405669017872846
47,3.0625717966712154
48,2.987364839896866
49,2.914822712819607
50,2.8448299993486397
51,2.7772785138684455
52,2.7120666966671236
53,2.649099069027612
54,2.5882857411846207
55,2.5295419672401973
56,2.4727877418899005
57,2.417947434460789
58,2.3649494563195095
59,2.313725958187792
60,2.2642125543160625
61,2.216348070823207
62,2.1700743158205333
63,2.1253358692072735
64,2.0820798902596875
65,2.040255941340796
66,1.9998158262371701
67,1.9607134417865641
68,1.9229046415985735
69,1.886347110792347
70,1.8510002507830448
71,1.8168250732439084
72,1.7837841024552112
73,1.751841285326332
74,1.7209619084438934
75,1.6911125215584328
76,1.6622608669752137
77,1.6343758143623934
78,1.6074273005324748
79,1.5813862737913276
80,1.556224642483644
81,1.5319152273948844
82,1.5084317176979831
83,1.4857486301585852
84,1.4638412713358662
85,1.44268570253699
86,1.4222587073025454
87,1.402537761217824
88,1.3835010038608686
89,1.3651272127129235
90,1.3473957788704247
91,1.3302866844101044
92,1.3137804812701919
93,1.2978582715212674
94,1.2825016889100804
95,1.2676928815686255
96,1.2534144957891753
97,1.2396496607736511
98,1.226381974272968
99,1.2135954890386025
100,1.2012747000148873
101,1.1894045322062836
102,1.177970329159257
103,1.1669578420033888
104,1.156353219001002
105,1.146142995558905
106,1.1363140846599094
107,1.1268537676754895
108,1.1177496855244788
109,1.1089898301459034
110,1.1005625362570792
111,1.0924564733708824
112,1.0846606380486838
113,1.0771643463678322
114,1.0699572265847832
115,1.063029211977008
116,1.0563705338486815
117,1.0499717146868957
118,1.0438235614567082
119,1.0379171590247895
120,1.0322438637027564
121,1.0267952969024803
122,1.0215633388967469
123,1.016540122679631
124,1.0117180279218423
125,1.0070896750170968
126,1.002647919216269
127,0.9983858448467308
