iteration,energy
0,6.002499999999996
1,5.9375188383980735
2,5.872636830116619
3,5.807852091020376
4,5.743162763110319
5,5.678567014802739
6,5.614063041219555
7,5.549649064489534
8,5.48532333406016
9,5.421084127019723
10,5.3569297484292875
11,5.292858531664143
12,5.228868838764245
13,5.164959060793186
14,5.101127618205191
15,5.0373729612195595
16,4.973693570201991
17,4.910087956052131
18,4.846554660596719
19,4.783092256987589
20,4.719699350103787
21,4.656374576957049
22,4.5931166070997635
23,4.529924143034604
24,4.466795920624855
25,4.4037307095045675
26,4.340727313487464
27,4.277784570973622
28,4.214901355352836
29,4.1520765754035445
30,4.0893091756861875
31,4.026598136929765
32,3.9639424764104287
33,3.9013412483207732
34,3.8387935441286087
35,3.7762984929237855
36,3.7138552617518297
37,3.651463055932899
38,3.5891211193646972
39,3.5268287348079204
40,3.4645852241527475
41,3.402389948664922
42,3.3402423092099585
43,3.2781417464539486
44,3.216087741039495
45,3.1540798137352852
46,3.092117525557775
47,3.0302004778635476
48,2.9683283124108373
49,2.9065007113888157
50,2.8447173974131714
51,2.782978133486605
52,2.72128272292292
53,2.6596310092333453
54,2.598022875973837
55,2.536458246552196
56,2.4749370839937717
57,2.413459390664757
58,2.3520252079520305
59,2.290634615898596
60,2.229287732793836
61,2.1679847147178237
62,2.106725755038996
63,2.0455110838647568
64,1.9843409674444832
65,1.9232157075246992
66,1.8621356406562048
67,1.8011011374531343
68,1.7401126018039794
69,1.679170470034871
70,1.6182752100254079
71,1.5574273202776086
72,1.4966273289386014
73,1.4358757927778854
74,1.3751732961201424
75,1.3145204497346845
76,1.2539178896828624
77,1.1933662761248494
78,1.1328662920873813
79,1.0724186421942354
80,1.0120240513613181
81,0.9516832634584427
82,0.8913970399399331
83,0.8311661584465093
84,0.7709914113808058
85,0.7108736044591906
86,0.6508135552426673
87,0.5908120916495889
88,0.5308700504532773
89,0.47098827576749125
90,0.4111676175229859
91,0.3514089299383354
92,0.29171306998833657
93,0.23208089587338065
94,0.1725132654931203
95,0.11301103492798958
96,0.053575056931904896
97,-0.005793820560292318
98,-0.06509475590718328
99,-0.12432691521357864
100,-0.18348947375818625
101,-0.24258161739298512
102,-0.30160254391077235
103,-0.36055146437789176
104,-0.41942760442874594
105,-0.4782302055192478
106,-0.5369585261361447
107,-0.5956118429594559
108,-0.65418945197532
109,-0.7126906695367508
110,-0.7711148333698734
111,-0.8294613035234719
112,-0.8877294632598249
113,-0.9459187198848946
114,-1.004028505516355
115,-1.0620582777878154
116,-1.1200075204881728
117,-1.1778757441348464
118,-1.2356624864802233
119,-1.293367312950584
120,-1.3509898170170866
121,-1.4085296204986903
122,-1.4659863737969152
123,-1.523359756062821
124,-1.5806494752964184
125,-1.6378552683793695
126,-1.6949769010416724
127,-1.752014167763428
128,-1.8089668916128976
129,-1.8658349240222059
130,-1.9226181445023753
131,-1.9793164602993047
132,-2.035929805992704
133,-2.0924581430398965
134,-2.1489014592668405
135,-2.205259768308445
136,-2.2615331090008146
137,-2.3177215447277724
138,-2.3738251627243527
139,-2.429844073339886
140,-2.4857784092634763
141,-2.541628324714635
142,-2.597393994601859
143,-2.653075613652182
144,-2.7086733955143742
145,-2.7641875718388476
146,-2.8196183913370856
147,-2.87496611882347
148,-2.930231034242355
149,-2.985413431683272
150,-3.0405136183868513
151,-3.095531913744412
152,-3.150468648293682
153,-3.2053241627133082
154,-3.2600988068186862
155,-3.3147929385614643
156,-3.3694069230350805
157,-3.42394113148864
158,-3.4783959403511187
159,-3.532771730268109
160,-3.5870688851528794
161,-3.641287791253658
162,-3.695428836238833
163,-3.749492408301628
164,-3.8034788952857848
165,-3.857388683833556
166,-3.9112221585573286
167,-3.9649797012359262
168,-4.0186616900366925
169,-4.072268498764247
170,-4.125800496136636
171,-4.179258045089677
172,-4.232641502110042
173,-4.285951216597494
174,-4.339187530256783
175,-4.392350776519377
176,-4.445441279995291
177,-4.4984593559550845
178,-4.551405309842054
179,-4.604279436814562
180,-4.657082021318361
181,-4.709813336688722
182,-4.762473644782046
183,-4.815063195636652
184,-4.867582227162329
185,-4.920030964858194
186,-4.972409621558372
187,-5.024718397204865
188,-5.076957478647129
189,-5.129127039467667
190,-5.181227239832895
191,-5.233258226368761
192,-5.285220132060216
193,-5.337113076173873
194,-5.38893716420311
195,-5.440692487834774
196,-5.492379124936681
197,-5.543997139565237
198,-5.59554658199215
199,-5.647027488749665
