exact_case,anchoring,N,h,L2,H1,vtk_path
radial,homeotropic,32,0.03125,0.01594235973825436,1.8019101203745456,
radial,homeotropic,64,0.015625,0.006324348258063693,1.2188262029648345,
radial,homeotropic,128,0.0078125,0.002096491297763173,0.7329247810570736,
radial,planar,32,0.03125,0.015944292964200003,1.8019111934824794,
radial,planar,64,0.015625,0.006324697220570894,1.2188262808902255,
radial,planar,128,0.0078125,0.002096558361598277,0.7329247887924727,
