iteration,energy
0,4.9
1,4.828388130954544
2,4.7570941120859525
3,4.686115219764286
4,4.615448763018875
5,4.54509208308555
6,4.475042552961025
7,4.405297576964241
8,4.335854590304591
9,4.266711058656883
10,4.197864477742918
11,4.129312372919589
12,4.061052298773349
13,3.993081838720986
14,3.925398604616528
15,3.858000236364244
16,3.7908844015375722
17,3.724048795003915
18,3.6574911385551685
19,3.59120918054391
20,3.525200695525126
21,3.4594634839034097
22,3.3939953715854982
23,3.3287942096380956
24,3.2638578739508635
25,3.199184264904507
26,3.1347713070438545
27,3.070616948755865
28,3.006719161952457
29,2.9430759417581047
30,2.8796853062020844
31,2.816545295915329
32,2.753653973831792
33,2.6910094248942515
34,2.628609755764473
35,2.566453094537673
36,2.504537590461192
37,2.4428614136573286
38,2.381422754850235
39,2.320219825096855
40,2.2592508555217714
41,2.1985140970559653
42,2.1380078201793804
43,2.077730314667228
44,2.0176798893400196
45,1.9578548718171875
46,1.8982536082743193
47,1.8388744632038723
48,1.7797158191793665
49,1.7207760766229798
50,1.6620536535764652
51,1.6035469854753939
52,1.5452545249266048
53,1.4871747414888592
54,1.429306121456627
55,1.3716471676469535
56,1.3141963991893744
57,1.2569523513187817
58,1.1999135751712853
59,1.143078637582907
60,1.0864461208911713
61,1.030014622739463
62,0.9737827558841525
63,0.917749148004444
64,0.8619124415148716
65,0.8062712933804481
66,0.7508243749343855
67,0.6955703716983606
68,0.6405079832053029
69,0.5856359228246277
70,0.5309529175899153
71,0.47645770802896825
72,0.422149047996244
73,0.3680257045075628
74,0.3140864575771545
75,0.2603301000568976
76,0.2067554374778
77,0.15336128789365366
78,0.10014648172681895
79,0.047109861616144055
80,-0.005749717733070092
81,-0.058433389697019944
82,-0.11094227587936656
83,-0.16327748625519956
84,-0.21544011931305596
85,-0.2674312621950006
86,-0.3192519908348306
87,-0.37090337009439933
88,-0.4223864538981008
89,-0.4737022853655515
90,-0.5248518969424767
91,-0.5758363105298594
92,-0.6266565376113316
