exact_case,anchoring,N,h,L2,H1,final_energy,final_update,vtk_path
disk_tangential,homeotropic,5,0.2,0.5843734400408026,2.620086437349013,-3.5156906722224663,0.0021883197323973877,/data/siruilia/LC/SUAMI-2026-Progress-Report/2D_exercises/Exercises/mms_results/disk_tangential/vtk/gradient_homeotropic_N5.pvd
disk_tangential,planar,5,0.2,0.5577039536797725,2.9153285603555816,-6.694156066841237,0.0024072684148962386,/data/siruilia/LC/SUAMI-2026-Progress-Report/2D_exercises/Exercises/mms_results/disk_tangential/vtk/gradient_planar_N5.pvd
